"Variable","Definition","Values","Protocol"
"yield_b_109_other","What is the type of INORGANIC/MINERAL fertilizer you used on this field? (SELECT ONE)","{1: 'DiAmmonium Phosphate (DAP)', 2: 'Urea', 3: 'Triple super phosphate (TSP)', 4: 'Calcium ammonium nitrate (CAN)', 5: 'Sulphate of Ammonium (SA)', 6: 'Nitrogen Phosphate Potassium (NPK)', 7: 'Rock Phosphate (MRP)[MINJINGU]'}","Yields Sampling"
"yield_b_109_other",,,"Yields Sampling"
"yield_b_110","What quantity of ${f1_b_109_name} did you use (Kg)?",,"Yields Sampling"
"yield_b_110","What quantity of ${f2_b_109_name} did you use (Kg)?",,"Yields Sampling"
"yield_b_112","Did you use any other INORGANIC/MINERAL fertilizer on this plot?","{1: 'Yes', 2: 'No'}","Yields Sampling"
"yield_b_114","What is the other type of INORGANIC/MINERAL fertilizer you used on this field? (SELECT ONE)","{1: 'DiAmmonium Phosphate (DAP)', 2: 'Urea', 3: 'Triple super phosphate (TSP)', 4: 'Calcium ammonium nitrate (CAN)', 5: 'Sulphate of Ammonium (SA)', 6: 'Nitrogen Phosphate Potassium (NPK)', 7: 'Rock Phosphate (MRP)[MINJINGU]'}","Yields Sampling"
"yield_b_114_other","What is the other type of INORGANIC/MINERAL fertilizer you used on this field? (SELECT ONE)","{1: 'DiAmmonium Phosphate (DAP)', 2: 'Urea', 3: 'Triple super phosphate (TSP)', 4: 'Calcium ammonium nitrate (CAN)', 5: 'Sulphate of Ammonium (SA)', 6: 'Nitrogen Phosphate Potassium (NPK)', 7: 'Rock Phosphate (MRP)[MINJINGU]'}","Yields Sampling"
"yield_b_114_other",,,"Yields Sampling"
"yield_b_115","What quantity of ${f1_b_114_name} did you use (Kg)?",,"Yields Sampling"
"yield_b_115","What quantity of ${f2_b_114_name} did you use (Kg)?",,"Yields Sampling"
"yield_b_117","Did you use any ORGANIC FERTILIZER on this field during past/current season?","{1: 'Yes', 2: 'No'}","Yields Sampling"
"yield_b_119","What type of organic fertilizer did you apply? (SELECT ONE)","{1: 'Crop residue', 2: 'Animal Manure', 3: 'Natural Fallow', 4: 'Leguminous tree fallows', 5: 'Leguminous cover crop', 6: 'Biomas transfer', 7: 'Compost', 90: ""Don't Know""}","Yields Sampling"
"yield_b_119_other","What type of organic fertilizer did you apply? (SELECT ONE)","{1: 'Crop residue', 2: 'Animal Manure', 3: 'Natural Fallow', 4: 'Leguminous tree fallows', 5: 'Leguminous cover crop', 6: 'Biomas transfer', 7: 'Compost', 90: ""Don't Know""}","Yields Sampling"
"yield_b_119_other",,,"Yields Sampling"
"yield_b_120","What was the quantity ${f2_b_119_name} used (Kg)?",,"Yields Sampling"
"yield_b_120","What was the quantity of ${f1_b_119_name} used (Kg)?",,"Yields Sampling"
"yield_b_122","Did you weed in the past or current season ?","{1: 'Yes', 2: 'No'}","Yields Sampling"
"yield_b_122","Did you weed in the past or current season?","{1: 'Yes', 2: 'No'}","Yields Sampling"
"yield_b_122_b","What weeding method did you use in the past or current season ? (TICK ALL THAT APPLY)","{1: 'Manual', 2: 'Chemical'}","Yields Sampling"
"yield_b_122_b_1","What weeding method did you use in the past or current season ? (TICK ALL THAT APPLY)","{1: 'Manual', 2: 'Chemical'}","Yields Sampling"
"yield_b_122_b_2","What weeding method did you use in the past or current season ? (TICK ALL THAT APPLY)","{1: 'Manual', 2: 'Chemical'}","Yields Sampling"
"yield_b_123","How many times did you weed in the past or current season ?",,"Yields Sampling"
"yield_b_123","How many times did you weed in the past or current season?",,"Yields Sampling"
"yield_b_125","What was the date of 75% flowering?",,"Yields Sampling"
"yield_b_126","What is the stand/yield of ${f1_yield_crop_name}?","{1: 'Poor', 2: 'Average', 3: 'Excellent'}","Yields Sampling"
"yield_b_126","What is the stand/yield of ${f2_yield_crop_name}?","{1: 'Poor', 2: 'Average', 3: 'Excellent'}","Yields Sampling"
"yield_b_126","What is the stand/yield of MAIZE?","{1: 'Poor', 2: 'Average', 3: 'Excellent'}","Yields Sampling"
"yield_b_126_a_1","CIRCLE ALL contributing factors to the poor stand quality for ${f1_yield_crop_name}? (TICK ALL THAT APPLY )","{1: 'Pests', 2: 'Insufficient rainfall', 3: 'Too much rainfall', 4: 'Weeds', 5: 'Low soil fertility / other soil problems', 90: ""Don't Know""}","Yields Sampling"
"yield_b_126_a_1","CIRCLE ALL contributing factors to the poor stand quality for ${f2_yield_crop_name}? (TICK ALL THAT APPLY)","{1: 'Pests', 2: 'Insufficient rainfall', 3: 'Too much rainfall', 4: 'Weeds', 5: 'Low soil fertility / other soil problems', 90: ""Don't Know""}","Yields Sampling"
"yield_b_126_a_1","CIRCLE ALL contributing factors to the poor stand quality for MAIZE? (TICK ALL THAT APPLY )","{1: 'Pests', 2: 'Insufficient rainfall', 3: 'Too much rainfall', 4: 'Weeds', 5: 'Low soil fertility / other soil problems', 90: ""Don't Know""}","Yields Sampling"
"yield_b_126_a_1","CIRCLE ALL contributing factors to the poor stand quality for MAIZE? (TICK ALL THAT APPLY)","{1: 'Pests', 2: 'Insufficient rainfall', 3: 'Too much rainfall', 4: 'Weeds', 5: 'Low soil fertility / other soil problems', 90: ""Don't Know""}","Yields Sampling"
"yield_b_126_a_2","CIRCLE ALL contributing factors to the poor stand quality for ${f1_yield_crop_name}? (TICK ALL THAT APPLY )","{1: 'Pests', 2: 'Insufficient rainfall', 3: 'Too much rainfall', 4: 'Weeds', 5: 'Low soil fertility / other soil problems', 90: ""Don't Know""}","Yields Sampling"
"yield_b_126_a_2","CIRCLE ALL contributing factors to the poor stand quality for ${f2_yield_crop_name}? (TICK ALL THAT APPLY)","{1: 'Pests', 2: 'Insufficient rainfall', 3: 'Too much rainfall', 4: 'Weeds', 5: 'Low soil fertility / other soil problems', 90: ""Don't Know""}","Yields Sampling"
"yield_b_126_a_2","CIRCLE ALL contributing factors to the poor stand quality for MAIZE? (TICK ALL THAT APPLY )","{1: 'Pests', 2: 'Insufficient rainfall', 3: 'Too much rainfall', 4: 'Weeds', 5: 'Low soil fertility / other soil problems', 90: ""Don't Know""}","Yields Sampling"
"yield_b_126_a_2","CIRCLE ALL contributing factors to the poor stand quality for MAIZE? (TICK ALL THAT APPLY)","{1: 'Pests', 2: 'Insufficient rainfall', 3: 'Too much rainfall', 4: 'Weeds', 5: 'Low soil fertility / other soil problems', 90: ""Don't Know""}","Yields Sampling"
"yield_b_126_a_3","CIRCLE ALL contributing factors to the poor stand quality for ${f1_yield_crop_name}? (TICK ALL THAT APPLY )","{1: 'Pests', 2: 'Insufficient rainfall', 3: 'Too much rainfall', 4: 'Weeds', 5: 'Low soil fertility / other soil problems', 90: ""Don't Know""}","Yields Sampling"
"yield_b_126_a_3","CIRCLE ALL contributing factors to the poor stand quality for ${f2_yield_crop_name}? (TICK ALL THAT APPLY)","{1: 'Pests', 2: 'Insufficient rainfall', 3: 'Too much rainfall', 4: 'Weeds', 5: 'Low soil fertility / other soil problems', 90: ""Don't Know""}","Yields Sampling"
"yield_b_126_a_3","CIRCLE ALL contributing factors to the poor stand quality for MAIZE? (TICK ALL THAT APPLY )","{1: 'Pests', 2: 'Insufficient rainfall', 3: 'Too much rainfall', 4: 'Weeds', 5: 'Low soil fertility / other soil problems', 90: ""Don't Know""}","Yields Sampling"
"yield_b_126_a_3","CIRCLE ALL contributing factors to the poor stand quality for MAIZE? (TICK ALL THAT APPLY)","{1: 'Pests', 2: 'Insufficient rainfall', 3: 'Too much rainfall', 4: 'Weeds', 5: 'Low soil fertility / other soil problems', 90: ""Don't Know""}","Yields Sampling"
"yield_b_126_a_4","CIRCLE ALL contributing factors to the poor stand quality for ${f1_yield_crop_name}? (TICK ALL THAT APPLY )","{1: 'Pests', 2: 'Insufficient rainfall', 3: 'Too much rainfall', 4: 'Weeds', 5: 'Low soil fertility / other soil problems', 90: ""Don't Know""}","Yields Sampling"
"yield_b_126_a_4","CIRCLE ALL contributing factors to the poor stand quality for ${f2_yield_crop_name}? (TICK ALL THAT APPLY)","{1: 'Pests', 2: 'Insufficient rainfall', 3: 'Too much rainfall', 4: 'Weeds', 5: 'Low soil fertility / other soil problems', 90: ""Don't Know""}","Yields Sampling"
"yield_b_126_a_4","CIRCLE ALL contributing factors to the poor stand quality for MAIZE? (TICK ALL THAT APPLY )","{1: 'Pests', 2: 'Insufficient rainfall', 3: 'Too much rainfall', 4: 'Weeds', 5: 'Low soil fertility / other soil problems', 90: ""Don't Know""}","Yields Sampling"
"yield_b_126_a_4","CIRCLE ALL contributing factors to the poor stand quality for MAIZE? (TICK ALL THAT APPLY)","{1: 'Pests', 2: 'Insufficient rainfall', 3: 'Too much rainfall', 4: 'Weeds', 5: 'Low soil fertility / other soil problems', 90: ""Don't Know""}","Yields Sampling"
"yield_b_126_a_5","CIRCLE ALL contributing factors to the poor stand quality for ${f1_yield_crop_name}? (TICK ALL THAT APPLY )","{1: 'Pests', 2: 'Insufficient rainfall', 3: 'Too much rainfall', 4: 'Weeds', 5: 'Low soil fertility / other soil problems', 90: ""Don't Know""}","Yields Sampling"
"yield_b_126_a_5","CIRCLE ALL contributing factors to the poor stand quality for ${f2_yield_crop_name}? (TICK ALL THAT APPLY)","{1: 'Pests', 2: 'Insufficient rainfall', 3: 'Too much rainfall', 4: 'Weeds', 5: 'Low soil fertility / other soil problems', 90: ""Don't Know""}","Yields Sampling"
"yield_b_126_a_5","CIRCLE ALL contributing factors to the poor stand quality for MAIZE? (TICK ALL THAT APPLY )","{1: 'Pests', 2: 'Insufficient rainfall', 3: 'Too much rainfall', 4: 'Weeds', 5: 'Low soil fertility / other soil problems', 90: ""Don't Know""}","Yields Sampling"
"yield_b_126_a_5","CIRCLE ALL contributing factors to the poor stand quality for MAIZE? (TICK ALL THAT APPLY)","{1: 'Pests', 2: 'Insufficient rainfall', 3: 'Too much rainfall', 4: 'Weeds', 5: 'Low soil fertility / other soil problems', 90: ""Don't Know""}","Yields Sampling"
"yield_b_126_a_90","CIRCLE ALL contributing factors to the poor stand quality for ${f1_yield_crop_name}? (TICK ALL THAT APPLY )","{1: 'Pests', 2: 'Insufficient rainfall', 3: 'Too much rainfall', 4: 'Weeds', 5: 'Low soil fertility / other soil problems', 90: ""Don't Know""}","Yields Sampling"
"yield_b_126_a_90","CIRCLE ALL contributing factors to the poor stand quality for ${f2_yield_crop_name}? (TICK ALL THAT APPLY)","{1: 'Pests', 2: 'Insufficient rainfall', 3: 'Too much rainfall', 4: 'Weeds', 5: 'Low soil fertility / other soil problems', 90: ""Don't Know""}","Yields Sampling"
"yield_b_126_a_90","CIRCLE ALL contributing factors to the poor stand quality for MAIZE? (TICK ALL THAT APPLY )","{1: 'Pests', 2: 'Insufficient rainfall', 3: 'Too much rainfall', 4: 'Weeds', 5: 'Low soil fertility / other soil problems', 90: ""Don't Know""}","Yields Sampling"
"yield_b_126_a_90","CIRCLE ALL contributing factors to the poor stand quality for MAIZE? (TICK ALL THAT APPLY)","{1: 'Pests', 2: 'Insufficient rainfall', 3: 'Too much rainfall', 4: 'Weeds', 5: 'Low soil fertility / other soil problems', 90: ""Don't Know""}","Yields Sampling"
"yield_b_126_b","What is the PRIMARY contributing factor to the poor stand quality for ${f1_yield_crop_name}? (TICK ONE )","{1: 'Pests', 2: 'Insufficient rainfall', 3: 'Too much rainfall', 4: 'Weeds', 5: 'Low soil fertility / other soil problems', 90: ""Don't Know""}","Yields Sampling"
"yield_b_126_b","What is the PRIMARY contributing factor to the poor stand quality for ${f2_yield_crop_name}? (TICK ONE )","{1: 'Pests', 2: 'Insufficient rainfall', 3: 'Too much rainfall', 4: 'Weeds', 5: 'Low soil fertility / other soil problems', 90: ""Don't Know""}","Yields Sampling"
"yield_b_126_b","What is the PRIMARY contributing factor to the poor stand quality for MAIZE? (TICK ONE )","{1: 'Pests', 2: 'Insufficient rainfall', 3: 'Too much rainfall', 4: 'Weeds', 5: 'Low soil fertility / other soil problems', 90: ""Don't Know""}","Yields Sampling"
"yield_b_128","What was the quantity of ${f1_yield_crop_name} harvested on this field during the current/past season ? (Kg)",,"Yields Sampling"
"yield_b_128","What was the quantity of ${f2_yield_crop_name} harvested on this field during the current/past season ? (Kg)",,"Yields Sampling"
"yield_b_128","What was the quantity of MAIZE harvested on this field during the current/past season ? (Kg)",,"Yields Sampling"
"yield_b_128_a","Was cultivation inter-cropped ?","{1: 'Yes', 2: 'No'}","Yields Sampling"
"yield_b_128_b","What are the name(s) of the crop(s) grown in association with the crop of interest ? (TICK ALL THAT APPLY)","{300: 'Green Tomato', 12: 'Paddy', 13: 'Sorghum', 14: 'Bulrush Millet', 15: 'Finger Millet', 16: 'Wheat', 17: 'Barley', 18: 'Black Pepper', 19: 'Seaweed', 21: 'Cassava', 22: 'Sweet Potatoes', 23: 'Irish potatoes', 24: 'Yams', 25: 'Cocoyams', 26: 'Onions', 27: 'Ginger', 31: 'Cassava', 32: 'Cowpeas', 33: 'Green gram', 34: 'Pigeon pea', 35: 'Chick peas', 36: 'Bambara nuts', 37: 'Field peas', 38: 'Malay apple', 39: 'Star fruit', 41: 'Sunflower', 42: 'Sesame', 43: 'Groundnut', 44: 'Palm Oil', 45: 'Coconut', 46: 'Cashew nut', 47: 'Soyabeans', 48: 'Caster seed', 305: 'Medicinal plant', 50: 'Cotton', 51: 'Tobacco', 52: 'Pyrethrum', 53: 'Sisal', 54: 'Coffee', 55: 'Tea', 56: 'Cocoa', 57: 'Rubber', 58: 'Wattle', 59: 'Kapok', 60: 'sugar Cane', 61: 'Cardamom ', 62: 'Jute', 63: 'Tamarind', 64: 'Cinnamon', 65: 'Nutmeg', 66: 'Clove', 67: 'Bread fruit', 68: 'Pomelo', 69: 'Jack fruit', 70: 'Passion Fruit', 71: 'Banana', 72: 'Avocado', 73: 'Mango', 74: 'Papaw', 75: 'Pineapple', 76: 'Orange', 77: 'Grapefruit', 78: 'Grapes', 79: 'Mandarin', 80: 'Guava', 81: 'Plums', 82: 'Apples', 851: 'Lime', 84: 'Peaches', 301: 'Monkeybread', 86: 'Cabbage', 87: 'Tomatoes', 88: 'Spinach', 89: 'Carrot', 90: 'Chilies', 91: 'Amaranths', 92: 'Pumpkins', 93: 'Cucumber', 94: 'Egg Plant', 95: 'Water Mellon', 96: 'Cauliflower', 97: 'Durian', 98: 'Bilimbi', 99: 'Rambutan', 100: 'Okra', 101: 'Fiwi', 302: 'Bamboo', 303: 'Firewood/fodder', 304: 'Timber', 200: 'Custard Apple', 201: 'God Fruit', 202: 'Mitobo', 203: 'Plum', 204: 'Peaches', 306: 'Fence tree', 83: 'Pears', 852: 'Lemon'}","Yields Sampling"
"yield_b_128_b","What are the name(s) of the crop(s) grown in association with the crop of interest ? (TICK ALL THAT APPLY)","{300: 'Green Tomato', 11: 'Maize', 12: 'Paddy', 13: 'Sorghum', 14: 'Bulrush Millet', 15: 'Finger Millet', 16: 'Wheat', 17: 'Barley', 18: 'Black Pepper', 19: 'Seaweed', 21: 'Cassava', 22: 'Sweet Potatoes', 23: 'Irish potatoes', 24: 'Yams', 25: 'Cocoyams', 26: 'Onions', 27: 'Ginger', 31: 'Cassava', 32: 'Cowpeas', 33: 'Green gram', 34: 'Pigeon pea', 35: 'Chick peas', 36: 'Bambara nuts', 37: 'Field peas', 38: 'Malay apple', 39: 'Star fruit', 41: 'Sunflower', 42: 'Sesame', 43: 'Groundnut', 44: 'Palm Oil', 45: 'Coconut', 46: 'Cashew nut', 47: 'Soyabeans', 48: 'Caster seed', 305: 'Medicinal plant', 50: 'Cotton', 51: 'Tobacco', 52: 'Pyrethrum', 53: 'Sisal', 54: 'Coffee', 55: 'Tea', 56: 'Cocoa', 57: 'Rubber', 58: 'Wattle', 59: 'Kapok', 60: 'sugar Cane', 61: 'Cardamom ', '71c': 'Banana Sweet', 63: 'Tamarind', 64: 'Cinnamon', 65: 'Nutmeg', 66: 'Clove', 67: 'Bread fruit', 68: 'Pomelo', 69: 'Jack fruit', 70: 'Passion Fruit', 71: 'Banana', 72: 'Avocado', 73: 'Mango', 74: 'Papaw', 75: 'Pineapple', 76: 'Orange', 77: 'Grapefruit', 78: 'Grapes', 79: 'Mandarin', 80: 'Guava', 81: 'Plums', 82: 'Apples', 83: 'Pears', 84: 'Peaches', 301: 'Monkeybread', 86: 'Cabbage', 87: 'Tomatoes', 88: 'Spinach', 89: 'Carrot', 90: 'Chilies', 91: 'Amaranths', 92: 'Pumpkins', 93: 'Cucumber', 94: 'Egg Plant', 95: 'Water Mellon', 96: 'Cauliflower', '71b': 'Banana Beer', 98: 'Bilimbi', 99: 'Rambutan', 100: 'Okra', 101: 'Fiwi', 97: 'Durian', 302: 'Bamboo', 62: 'Jute', 303: 'Firewood/fodder', '71a': 'Banana Food', 304: 'Timber', 200: 'Custard Apple', 201: 'God Fruit', 202: 'Mitobo', 203: 'Plum', 204: 'Peaches', 205: 'Pomegranate', 210: 'Date', 306: 'Fence tree', 851: 'Lime', 852: 'Lemon'}","Yields Sampling"
"yield_b_128_c","Approximately how much of the field area was cultivated with ${f1_yield_crop_name} ?","{'04': 'ALMOST ALL', '01': '¼', '02': '½', '03': '¾'}","Yields Sampling"
"yield_b_128_c","Approximately how much of the field area was cultivated with ${f2_yield_crop_name} ?","{'04': 'ALMOST ALL', '01': '¼', '02': '½', '03': '¾'}","Yields Sampling"
"yield_b_128_c","Approximately how much of the field area was cultivated with MAIZE ?","{'04': 'ALMOST ALL', '01': '¼', '02': '½', '03': '¾'}","Yields Sampling"
"yield_b_11_130_1","Measure the length of the Quadrant (In Meters)",,"Yields Sampling"
"yield_b_11_130_2","Measure the width of the Quadrant (In Meters)",,"Yields Sampling"
"yield_b_11_132","What is the number of plants in sample Quadrant?",,"Yields Sampling"
"yield_b_11_104","
Space between RIDGES (cm) OR rows: (PLEASE MEASURE)",,"Yields Sampling"
"yield_b_11_105","
Plant Space between SEEDING HOLES (cm): (PLEASE MEASURE)",,"Yields Sampling"
"yield_b_11_133","What is the number of COBS in the sample Quadrant?",,"Yields Sampling"
"yield_b_11_134","What is the total fresh weight of COBS sampled in Quadrant (KG)?",,"Yields Sampling"
"yield_b_11_136","What is the fresh weight of 10 COBS weight (KG)?",,"Yields Sampling"
"yield_b_11_136",,,"Yields Sampling"
"yield_b_11_137","What is the fresh weight of GRAIN from 10 COBS composite subsamples threshold (g)?",,"Yields Sampling"
"yield_b_11_134_r","What is the total fresh weight of the PANICLES sampled in the quadrant (KG)?",,"Yields Sampling"
"yield_b_11_136_r","What is the exact fresh weight of the PANICLES subsample? (TAKE APPROXIMATELY 1KG)",,"Yields Sampling"
"yield_b_11_136_r",,,"Yields Sampling"
"yield_b_11_137_r","What is the fresh weight of grain from the PANICLES subsample threshed (g)?",,"Yields Sampling"
"yield_b_13_8","What is the slope of the field (SELECT ONE)","{1: 'Flat (<8%)', 2: 'Moderate slope (8-22%)', 3: 'Steep slope (>22%) '}","Yields Sampling"
"yield_b_13_9","Are there visible signs of soil erosion (sheet, rill or gully)?  (SELECT ONE)","{1: 'None', 2: 'Slight', 3: 'Moderate', 4: 'Severe'}","Yields Sampling"
"yield_b_13_10","Are there any erosion control/water harvesting facilities?","{1: 'Yes', 2: 'No'}","Yields Sampling"
"yield_b_13_11","What type of soil erosion/water harvesting facility is on the field?","{1: 'TERRACES', 2: 'EROSION CONTROL BUNDS', 3: 'GABIONS / SAND BAGS', 4: 'VETIVER GRASS', 5: 'TREE BELTS', 6: 'WATER HARVEST BUNDS', 7: 'DRAINAGE DITCHES', 8: 'DAM'}","Yields Sampling"
"yield_b_13_11_1","What type of soil erosion/water harvesting facility is on the field?","{1: 'TERRACES', 2: 'EROSION CONTROL BUNDS', 3: 'GABIONS / SAND BAGS', 4: 'VETIVER GRASS', 5: 'TREE BELTS', 6: 'WATER HARVEST BUNDS', 7: 'DRAINAGE DITCHES', 8: 'DAM'}","Yields Sampling"
"yield_b_13_11_2","What type of soil erosion/water harvesting facility is on the field?","{1: 'TERRACES', 2: 'EROSION CONTROL BUNDS', 3: 'GABIONS / SAND BAGS', 4: 'VETIVER GRASS', 5: 'TREE BELTS', 6: 'WATER HARVEST BUNDS', 7: 'DRAINAGE DITCHES', 8: 'DAM'}","Yields Sampling"
"yield_b_13_11_3","What type of soil erosion/water harvesting facility is on the field?","{1: 'TERRACES', 2: 'EROSION CONTROL BUNDS', 3: 'GABIONS / SAND BAGS', 4: 'VETIVER GRASS', 5: 'TREE BELTS', 6: 'WATER HARVEST BUNDS', 7: 'DRAINAGE DITCHES', 8: 'DAM'}","Yields Sampling"
"yield_b_13_11_4","What type of soil erosion/water harvesting facility is on the field?","{1: 'TERRACES', 2: 'EROSION CONTROL BUNDS', 3: 'GABIONS / SAND BAGS', 4: 'VETIVER GRASS', 5: 'TREE BELTS', 6: 'WATER HARVEST BUNDS', 7: 'DRAINAGE DITCHES', 8: 'DAM'}","Yields Sampling"
"yield_b_13_11_5","What type of soil erosion/water harvesting facility is on the field?","{1: 'TERRACES', 2: 'EROSION CONTROL BUNDS', 3: 'GABIONS / SAND BAGS', 4: 'VETIVER GRASS', 5: 'TREE BELTS', 6: 'WATER HARVEST BUNDS', 7: 'DRAINAGE DITCHES', 8: 'DAM'}","Yields Sampling"
"yield_b_13_11_6","What type of soil erosion/water harvesting facility is on the field?","{1: 'TERRACES', 2: 'EROSION CONTROL BUNDS', 3: 'GABIONS / SAND BAGS', 4: 'VETIVER GRASS', 5: 'TREE BELTS', 6: 'WATER HARVEST BUNDS', 7: 'DRAINAGE DITCHES', 8: 'DAM'}","Yields Sampling"
"yield_b_13_11_7","What type of soil erosion/water harvesting facility is on the field?","{1: 'TERRACES', 2: 'EROSION CONTROL BUNDS', 3: 'GABIONS / SAND BAGS', 4: 'VETIVER GRASS', 5: 'TREE BELTS', 6: 'WATER HARVEST BUNDS', 7: 'DRAINAGE DITCHES', 8: 'DAM'}","Yields Sampling"
"yield_b_13_11_8","What type of soil erosion/water harvesting facility is on the field?","{1: 'TERRACES', 2: 'EROSION CONTROL BUNDS', 3: 'GABIONS / SAND BAGS', 4: 'VETIVER GRASS', 5: 'TREE BELTS', 6: 'WATER HARVEST BUNDS', 7: 'DRAINAGE DITCHES', 8: 'DAM'}","Yields Sampling"
"yield_b_12_1","Rooted plants - is the surface condition of ${selected_first_field}?","{0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10}","Yields Sampling"
"yield_b_12_2","Litter cover - is the surface condition of ${selected_first_field}?","{0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10}","Yields Sampling"
"yield_b_12_2","Stone or gravel - is the surface condition of ${selected_first_field}?","{0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10}","Yields Sampling"
"yield_b_12_3","Downed wood - is the surface condition of ${selected_first_field}?","{0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10}","Yields Sampling"
"yield_b_12_3","Dung - is the surface condition of ${selected_first_field}?","{0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10}","Yields Sampling"
"yield_b_12_4","Disturbed soil (generally means tilled) - is the surface condition of ${selected_first_field}?","{0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10}","Yields Sampling"
"yield_b_12_4","Stone or gravel - is the surface condition of ${selected_first_field}?","{0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10}","Yields Sampling"
"yield_b_12_5","Dung - is the surface condition of ${selected_first_field}?","{0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10}","Yields Sampling"
"yield_b_12_5","Undisturbed, bare & porous soil - is the surface condition of ${selected_first_field}?","{0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10}","Yields Sampling"
"yield_b_12_6","Disturbed soil (generally means tilled) - is the surface condition of ${selected_first_field}?","{0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10}","Yields Sampling"
"yield_b_12_6","Undisturbed, bare but sealed soil - is the surface condition of ${selected_first_field}?","{0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10}","Yields Sampling"
"yield_b_12_7","Sodic soil - is the surface condition of ${selected_first_field}?","{0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10}","Yields Sampling"
"yield_b_12_7","Undisturbed, bare & porous soil - is the surface condition of ${selected_first_field}?","{0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10}","Yields Sampling"
"yield_b_12_8","Microfloral crust - is the surface condition of ${selected_first_field}?","{0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10}","Yields Sampling"
"yield_b_12_8","Undisturbed, bare but sealed soil - is the surface condition of ${selected_first_field}?","{0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10}","Yields Sampling"
"yield_b_12_9","Sodic soil - is the surface condition of ${selected_first_field}?","{0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10}","Yields Sampling"
"yield_b_12_9","Termite mound","{0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10}","Yields Sampling"
"yield_b_12_10","Litter cover - is the surface condition of ${selected_first_field}?","{0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10}","Yields Sampling"
"yield_b_12_10","Microfloral crust - is the surface condition of ${selected_first_field}?","{0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10}","Yields Sampling"
"yield_b_12_11","Downed wood - is the surface condition of ${selected_first_field}?","{0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10}","Yields Sampling"
"yield_b_12_11","Termite mound","{0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10}","Yields Sampling"
"yield_b_13_13","NOTES - RECORD ANY OBSERVATIONS ABOUT THE FIELD AND WHETHER ANY DEPTH RESTRICTION WAS ENCOUNTERED DURING SAMPLING, INCLUDING DEPTH (CM)",,"Yields Sampling"
"yield_crop","SELECT THE YIELD CROP?","{1: 'MAIZE', 2: 'RICE PADDY'}","Yields Sampling"
"yield_b_101","GPS MEASUREMENT ((what is the area of the field taken by GPS tracking (Acres)?)",,"Yields Sampling"
"yieldlab_data_collection_date",,,
"yieldlab_dry_crop_id","SELECT THE CROP TO BE DRIED AND WEIGHED?","{1: 'MAIZE', 2: 'RICE PADDY'}","Yields Sampling"
"yieldlab_d_141_a1","What is the dry weight of the grains from the 10 cobs composite subsample (g)?",,"Yields Sampling"
"yieldlab_d_141_a2","What is the dry weight of the grains from the panicle subsample threshed (g)?",,"Yields Sampling"
