"table_catalog","table_schema","table_name","column_name","ordinal_position","column_default","is_nullable","data_type","character_maximum_length","character_octet_length","numeric_precision","numeric_precision_radix","numeric_scale","datetime_precision","interval_type","interval_precision","character_set_catalog","character_set_schema","character_set_name","collation_catalog","collation_schema","collation_name","domain_catalog","domain_schema","domain_name","udt_catalog","udt_schema","udt_name","scope_catalog","scope_schema","scope_name","maximum_cardinality","dtd_identifier","is_self_referencing","is_identity","identity_generation","identity_start","identity_increment","identity_maximum","identity_minimum","identity_cycle","is_generated","generation_expression","is_updatable"
"vitalsigns","public","household","hh_hv106_01","29","","YES","integer","","","32","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int4","","","","","29","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_hv109_01","30","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","30","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_hv109a_01","31","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","31","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_hv109b_01","32","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","32","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_hv109c_01","33","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","33","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_hv109c_01_1","34","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","34","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_hv109c_01_10","35","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","35","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_hv109c_01_11","36","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","36","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_hv109c_01_12","37","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","37","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_hv109c_01_2","38","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","38","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_hv109c_01_3","39","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","39","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_hv109c_01_4","40","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","40","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_hv109c_01_5","41","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","41","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_hv109c_01_6","42","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","42","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_hv109c_01_7","43","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","43","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_hv109c_01_8","44","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","44","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_hv109c_01_9","45","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","45","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_i01","46","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","46","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_i02_1","47","","YES","integer","","","32","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int4","","","","","47","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_i02_2","48","","YES","integer","","","32","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int4","","","","","48","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_i02_3","49","","YES","integer","","","32","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int4","","","","","49","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_i02_4","50","","YES","integer","","","32","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int4","","","","","50","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_i02_5","51","","YES","integer","","","32","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int4","","","","","51","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_i02_6","52","","YES","integer","","","32","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int4","","","","","52","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_i02_7","53","","YES","integer","","","32","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int4","","","","","53","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_i02_8","54","","YES","integer","","","32","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int4","","","","","54","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_i031","55","","YES","integer","","","32","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int4","","","","","55","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_i032","56","","YES","integer","","","32","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int4","","","","","56","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_i04_1","57","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","57","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_i04_1_other","58","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","58","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_i04_2","59","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","59","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_i04_2_other","60","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","60","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_i04_3","61","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","61","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_i04_3_other","62","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","62","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_i05","63","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","63","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_i05_2","64","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","64","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_i05_2_other","65","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","65","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_i05_other","66","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","66","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_i06","67","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","67","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_i07_1","68","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","68","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_i07_2","69","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","69","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_i07_3","70","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","70","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_i08","71","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","71","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_i09b","72","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","72","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_i09b_1","73","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","73","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_i09b_2","74","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","74","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_i09b_3","75","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","75","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_i09b_4","76","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","76","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_i09b_5","77","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","77","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_i09b_6","78","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","78","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_i09b_7","79","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","79","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_i09b_8","80","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","80","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_i09b_9","81","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","81","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_i09b_10","82","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","82","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_i09b_11","83","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","83","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_i09b_12","84","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","84","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_i09a","85","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","85","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_i09a_1","86","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","86","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_i09a_2","87","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","87","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_i09a_3","88","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","88","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_i09a_4","89","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","89","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_i09a_5","90","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","90","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_i09a_6","91","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","91","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_i09a_7","92","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","92","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_i09a_8","93","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","93","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_i09a_9","94","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","94","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_i09a_10","95","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","95","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_i09a_11","96","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","96","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_i09a_12","97","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","97","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_i10_1","98","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","98","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_i10_1oth","99","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","99","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_i10_2","100","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","100","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_i10_2oth","101","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","101","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_i10_3","102","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","102","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_i10_3oth","103","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","103","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_j01","104","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","104","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_j02","105","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","105","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_j02oth","106","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","106","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_j03","107","","YES","integer","","","32","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int4","","","","","107","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_j04_1","108","","YES","integer","","","32","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int4","","","","","108","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_j04_2","109","","YES","integer","","","32","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int4","","","","","109","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_j05","110","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","110","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_j05_other","111","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","111","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_j06","112","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","112","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_j06_other","113","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","113","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_j07","114","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","114","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_j07_other","115","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","115","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_j08","116","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","116","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_j08_other","117","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","117","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_j09","118","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","118","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_j09_other","119","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","119","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_j10","120","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","120","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_j11","121","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","121","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_j11_other","122","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","122","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_j12","123","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","123","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_j12_other","124","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","124","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_j13","125","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","125","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_j13_other","126","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","126","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_j14","127","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","127","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_j14_oth","128","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","128","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_j15","129","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","129","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_j15_oth","130","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","130","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_j16_1","131","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","131","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_j16_1oth","132","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","132","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_j16_2","133","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","133","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_j16_2oth","134","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","134","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_j17_1","135","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","135","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_j17_1oth","136","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","136","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_j17_2","137","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","137","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_j17_2oth","138","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","138","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_j18_1","139","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","139","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_j18_1oth","140","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","140","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_j18_2","141","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","141","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_j18_2oth","142","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","142","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_j19_1","143","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","143","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_j19_1oth","144","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","144","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_j19_2","145","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","145","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_j19_2oth","146","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","146","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_j20","147","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","147","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_j20b_02","148","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","148","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_j20c_02","149","","YES","text","","1073741824","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","text","","","","","149","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_j20c_02_1","150","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","150","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_j20c_02_10","151","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","151","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_j20c_02_11","152","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","152","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_j20c_02_12","153","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","153","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_j20c_02_2","154","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","154","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_j20c_02_3","155","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","155","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_j20c_02_4","156","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","156","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_j20c_02_5","157","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","157","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_j20c_02_6","158","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","158","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_j20c_02_7","159","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","159","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_j20c_02_8","160","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","160","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_j20c_02_9","161","","YES","boolean","","","","","","","","","","","","","","","","","","vitalsigns","pg_catalog","bool","","","","","161","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_k2_10_a","162","","YES","integer","","","32","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int4","","","","","162","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_k2_10_b","163","","YES","integer","","","32","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int4","","","","","163","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_k2_10_c","164","","YES","integer","","","32","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int4","","","","","164","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_k2_10_d","165","","YES","integer","","","32","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int4","","","","","165","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_k2_11_a","166","","YES","integer","","","32","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int4","","","","","166","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_k2_11_b","167","","YES","integer","","","32","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int4","","","","","167","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_k2_11_c","168","","YES","integer","","","32","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int4","","","","","168","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_k2_11_d","169","","YES","integer","","","32","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int4","","","","","169","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_k2_8_a","170","","YES","integer","","","32","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int4","","","","","170","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_k2_8_b","171","","YES","integer","","","32","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int4","","","","","171","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_k2_8_c","172","","YES","integer","","","32","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int4","","","","","172","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_k2_8_d","173","","YES","integer","","","32","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int4","","","","","173","NO","NO","","","","","","","NEVER","","YES"
"vitalsigns","public","household","hh_k2_8_e","174","","YES","integer","","","32","2","0","","","","","","","","","","","","","vitalsigns","pg_catalog","int4","","","","","174","NO","NO","","","","","","","NEVER","","YES"
